CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level,Unnamed: 0,InvoiceDate,Comercio,Beneficio,TotalSum,InvoiceNo
1,35,3,51.29,1,1,2,112,4,Necesitan atención,10032,4/12/21,KRISPY KREME EL DORA,MillasRestoPub,11.55,8416
1,35,3,51.29,1,1,2,112,4,Necesitan atención,10163,4/27/21,T G I FRIDAYS,MillasRestoPub,15.5,19771
1,35,3,51.29,1,1,2,112,4,Necesitan atención,10687,4/21/21,BARRIO PIZZA,MillasRestoPub,24.24,15508
2,1,15,207.03,4,4,4,444,12,No los podemos perder,712,4/22/21,DELI GOURMET,MillasAerolinea,33.16,16396
2,1,15,207.03,4,4,4,444,12,No los podemos perder,732,4/23/21,DELI GOURMET,MillasAerolinea,12.85,16798
2,1,15,207.03,4,4,4,444,12,No los podemos perder,1476,5/30/21,DELI GOURMET,MillasAerolinea,16.27,58267
2,1,15,207.03,4,4,4,444,12,No los podemos perder,1477,5/30/21,DELI GOURMET,MillasAerolinea,16.27,58270
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15169,4/5/21,BARRIO PIZZA,MillasAerolinea,10.91,2530
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15406,5/14/21,BARRIO PIZZA,MillasAerolinea,19.26,38098
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15408,5/14/21,BARRIO PIZZA,MillasAerolinea,19.26,38158
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15690,4/8/21,THE COFFEE BEAN AND TE,MillasAerolinea,13.4,4717
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15761,4/19/21,THE COFFEE BEAN AND TE,MillasAerolinea,12.4,14152
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15865,5/8/21,THE COFFEE BEAN AND TE,MillasAerolinea,7.95,30553
2,1,15,207.03,4,4,4,444,12,No los podemos perder,15866,5/8/21,THE COFFEE BEAN AND TE,MillasAerolinea,7.95,30565
2,1,15,207.03,4,4,4,444,12,No los podemos perder,16518,4/10/21,GUT,MillasAerolinea,3.5,6352
2,1,15,207.03,4,4,4,444,12,No los podemos perder,19537,5/2/21,THE COFFEE BEAN Y TEA,MillasAerolinea,9.95,24499
2,1,15,207.03,4,4,4,444,12,No los podemos perder,20108,5/31/21,THE COFFEE BEAN Y TEA,MillasAerolinea,11.95,59335
2,1,15,207.03,4,4,4,444,12,No los podemos perder,20109,5/31/21,THE COFFEE BEAN Y TEA,MillasAerolinea,11.95,59338
3,3,7,171.46,4,3,4,434,11,No los podemos perder,688,4/21/21,DELI GOURMET,MillasAerolinea,10.94,15727
3,3,7,171.46,4,3,4,434,11,No los podemos perder,1444,5/29/21,DELI GOURMET,MillasAerolinea,24.32,57349
3,3,7,171.46,4,3,4,434,11,No los podemos perder,1445,5/29/21,DELI GOURMET,MillasAerolinea,24.32,57352
3,3,7,171.46,4,3,4,434,11,No los podemos perder,7953,5/20/21,ATHENS PIZZA,Sin beneficio,43.58,46321
3,3,7,171.46,4,3,4,434,11,No los podemos perder,16279,4/29/21,ATHENS PIZZA,MillasAerolinea,29.25,21655
3,3,7,171.46,4,3,4,434,11,No los podemos perder,16384,5/13/21,ATHENS PIZZA,MillasAerolinea,22.87,37102
3,3,7,171.46,4,3,4,434,11,No los podemos perder,18843,4/24/21,KRISPY KREME,MillasAerolinea,16.18,17689
4,16,3,143.52,1,1,4,114,6,Con Potencial,6846,5/11/21,DELI GOURMET,MillasHotel,14.42,34063
4,16,3,143.52,1,1,4,114,6,Con Potencial,8850,4/16/21,BARRIO PIZZA,MillasHotel,9.84,11587
4,16,3,143.52,1,1,4,114,6,Con Potencial,9285,5/16/21,CIAO BELLA PIZZA,MillasHotel,119.26,40177
5,24,7,114.4,1,3,3,133,7,Clientes fieles,1099,5/1/21,DELI GOURMET,MillasAerolinea,19.88,23806
5,24,7,114.4,1,3,3,133,7,Clientes fieles,1100,5/1/21,DELI GOURMET,MillasAerolinea,16.24,23812
5,24,7,114.4,1,3,3,133,7,Clientes fieles,2892,5/8/21,DELI GOURMET,MillasAerolinea,12.4,30511
5,24,7,114.4,1,3,3,133,7,Clientes fieles,2893,5/8/21,DELI GOURMET,MillasAerolinea,12.4,30514
5,24,7,114.4,1,3,3,133,7,Clientes fieles,18044,4/27/21,CIAO BELLA GOURMET,MillasAerolinea,45,19975
5,24,7,114.4,1,3,3,133,7,Clientes fieles,18767,4/13/21,KRISPY KREME,MillasAerolinea,4.24,9178
5,24,7,114.4,1,3,3,133,7,Clientes fieles,18825,4/21/21,KRISPY KREME,MillasAerolinea,4.24,15100
6,24,5,90.49,1,2,3,123,6,Con Potencial,1098,5/1/21,DELI GOURMET,MillasAerolinea,9.51,23797
6,24,5,90.49,1,2,3,123,6,Con Potencial,17972,4/18/21,CIAO BELLA GOURMET,MillasAerolinea,55.16,13189
6,24,5,90.49,1,2,3,123,6,Con Potencial,18865,4/27/21,KRISPY KREME,MillasAerolinea,11.04,19744
6,24,5,90.49,1,2,3,123,6,Con Potencial,18942,5/8/21,KRISPY KREME,MillasAerolinea,7.39,30613
6,24,5,90.49,1,2,3,123,6,Con Potencial,18943,5/8/21,KRISPY KREME,MillasAerolinea,7.39,30616
7,15,4,69.72,2,1,2,212,5,Promesas,9956,4/4/21,CIAO BELLA GOURMET,MillasRestoPub,27.99,1903
7,15,4,69.72,2,1,2,212,5,Promesas,10737,5/5/21,BARRIO PIZZA,MillasRestoPub,13.11,27856
7,15,4,69.72,2,1,2,212,5,Promesas,11482,5/5/21,ATHENS PIZZA,MillasRestoPub,13.91,27016
7,15,4,69.72,2,1,2,212,5,Promesas,11542,5/17/21,ATHENS PIZZA,MillasRestoPub,14.71,41392
8,19,7,167.91,1,3,4,134,8,Campeones,458,4/14/21,DELI GOURMET,MillasAerolinea,37.52,10018
8,19,7,167.91,1,3,4,134,8,Campeones,643,4/20/21,DELI GOURMET,MillasAerolinea,30.23,14494
8,19,7,167.91,1,3,4,134,8,Campeones,2038,5/6/21,DELI GOURMET,MillasAerolinea,26.4,28510
8,19,7,167.91,1,3,4,134,8,Campeones,2047,5/6/21,DELI GOURMET,MillasAerolinea,26.4,28615
8,19,7,167.91,1,3,4,134,8,Campeones,17859,4/6/21,BARRIO PIZZA NRO,MillasAerolinea,29.96,3001
8,19,7,167.91,1,3,4,134,8,Campeones,19736,5/13/21,THE COFFEE BEAN Y TEA,MillasAerolinea,8.7,36619
8,19,7,167.91,1,3,4,134,8,Campeones,19742,5/13/21,THE COFFEE BEAN Y TEA,MillasAerolinea,8.7,37441
9,8,6,81.7,2,3,2,232,7,Clientes fieles,2961,5/24/21,DELI GOURMET,MillasAerolinea,8.5,50203
9,8,6,81.7,2,3,2,232,7,Clientes fieles,2965,5/24/21,DELI GOURMET,MillasAerolinea,8.5,50233
9,8,6,81.7,2,3,2,232,7,Clientes fieles,16318,5/4/21,ATHENS PIZZA,MillasAerolinea,12.57,26359
9,8,6,81.7,2,3,2,232,7,Clientes fieles,16328,5/5/21,ATHENS PIZZA,MillasAerolinea,1.34,27328
9,8,6,81.7,2,3,2,232,7,Clientes fieles,16329,5/5/21,ATHENS PIZZA,MillasAerolinea,12.57,27331
9,8,6,81.7,2,3,2,232,7,Clientes fieles,18064,4/29/21,CIAO BELLA GOURMET,MillasAerolinea,38.22,21829
10,17,3,68.88,1,1,2,112,4,Necesitan atención,6883,5/15/21,DELI GOURMET,MillasHotel,12.79,39391
10,17,3,68.88,1,1,2,112,4,Necesitan atención,9438,5/1/21,ATHENS PIZZA,MillasHotel,42.8,23752
10,17,3,68.88,1,1,2,112,4,Necesitan atención,9565,4/21/21,KRISPY KREME,MillasHotel,13.29,15667
11,10,6,220.59,2,3,4,234,9,No los podemos perder,767,4/24/21,DELI GOURMET,MillasAerolinea,23.81,17443
11,10,6,220.59,2,3,4,234,9,No los podemos perder,2322,4/1/21,DELI GOURMET,MillasAerolinea,71.78,526
11,10,6,220.59,2,3,4,234,9,No los podemos perder,2323,4/1/21,DELI GOURMET,MillasAerolinea,8.5,589
11,10,6,220.59,2,3,4,234,9,No los podemos perder,15487,5/22/21,BARRIO PIZZA,MillasAerolinea,43.49,48238
11,10,6,220.59,2,3,4,234,9,No los podemos perder,15488,5/22/21,BARRIO PIZZA,MillasAerolinea,43.49,48241
11,10,6,220.59,2,3,4,234,9,No los podemos perder,16186,4/16/21,ATHENS PIZZA,MillasAerolinea,29.52,11542
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7397,4/25/21,DELI GOURMET,Sin beneficio,13.9,18829
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7668,4/8/21,KRISPY KREME,Sin beneficio,11.04,5149
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7695,4/14/21,BARRIO PIZZA,Sin beneficio,14.45,9958
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7727,4/21/21,BARRIO PIZZA,Sin beneficio,6.02,15070
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7786,4/30/21,BARRIO PIZZA,Sin beneficio,12.05,22822
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7821,5/5/21,BARRIO PIZZA,Sin beneficio,6.02,26911
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7847,5/7/21,BARRIO PIZZA,Sin beneficio,19.83,29461
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7859,5/10/21,BARRIO PIZZA,Sin beneficio,8.58,32581
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7884,5/12/21,BARRIO PIZZA,Sin beneficio,6.02,35452
12,7,11,119.13,3,4,3,343,10,No los podemos perder,7958,5/20/21,BARRIO PIZZA,Sin beneficio,6.02,46828
12,7,11,119.13,3,4,3,343,10,No los podemos perder,8006,5/25/21,BARRIO PIZZA,Sin beneficio,15.2,52612
13,2,10,340.52,4,4,4,444,12,No los podemos perder,534,4/16/21,DELI GOURMET,MillasAerolinea,22.53,11788
13,2,10,340.52,4,4,4,444,12,No los podemos perder,1147,5/3/21,DELI GOURMET,MillasAerolinea,9.69,24799
13,2,10,340.52,4,4,4,444,12,No los podemos perder,1155,5/3/21,DELI GOURMET,MillasAerolinea,35.11,24871
13,2,10,340.52,4,4,4,444,12,No los podemos perder,1478,5/30/21,DELI GOURMET,MillasAerolinea,42.82,58273
13,2,10,340.52,4,4,4,444,12,No los podemos perder,1479,5/30/21,DELI GOURMET,MillasAerolinea,42.82,58276
13,2,10,340.52,4,4,4,444,12,No los podemos perder,2027,5/6/21,DELI GOURMET,MillasAerolinea,30.75,28360
13,2,10,340.52,4,4,4,444,12,No los podemos perder,2028,5/6/21,DELI GOURMET,MillasAerolinea,30.75,28363
13,2,10,340.52,4,4,4,444,12,No los podemos perder,17388,4/10/21,EL REPUBLICANO,MillasAerolinea,110.05,6397
13,2,10,340.52,4,4,4,444,12,No los podemos perder,17932,4/14/21,REST LA INMACULADA,MillasAerolinea,10.5,9652
13,2,10,340.52,4,4,4,444,12,No los podemos perder,18094,5/2/21,REST LA INMACULADA,MillasAerolinea,5.5,24538
14,13,11,87.18,2,4,3,243,9,No los podemos perder,295,4/10/21,DELI GOURMET,MillasAerolinea,12.65,6244
14,13,11,87.18,2,4,3,243,9,No los podemos perder,557,4/17/21,DELI GOURMET,MillasAerolinea,9.1,12070
14,13,11,87.18,2,4,3,243,9,No los podemos perder,805,4/24/21,DELI GOURMET,MillasAerolinea,7.62,17887
14,13,11,87.18,2,4,3,243,9,No los podemos perder,899,4/26/21,DELI GOURMET,MillasAerolinea,4.85,19516
14,13,11,87.18,2,4,3,243,9,No los podemos perder,2019,5/6/21,DELI GOURMET,MillasAerolinea,6.99,28321
14,13,11,87.18,2,4,3,243,9,No los podemos perder,2020,5/6/21,DELI GOURMET,MillasAerolinea,6.99,28327
14,13,11,87.18,2,4,3,243,9,No los podemos perder,18586,5/19/21,REST LA INMACULADA,MillasAerolinea,6,44614
14,13,11,87.18,2,4,3,243,9,No los podemos perder,18587,5/19/21,REST LA INMACULADA,MillasAerolinea,6,44638
14,13,11,87.18,2,4,3,243,9,No los podemos perder,19014,5/13/21,KRISPY KREME,MillasAerolinea,10.99,37684
14,13,11,87.18,2,4,3,243,9,No los podemos perder,19015,5/13/21,KRISPY KREME,MillasAerolinea,10.99,37693
14,13,11,87.18,2,4,3,243,9,No los podemos perder,19521,4/29/21,THE COFFEE BEAN Y TEA,MillasAerolinea,5,21661
15,42,4,220.95,1,1,4,114,6,Con Potencial,362,4/11/21,DELI GOURMET,MillasAerolinea,30.86,7528
15,42,4,220.95,1,1,4,114,6,Con Potencial,16153,4/7/21,ATHENS PIZZA,MillasAerolinea,52.23,4168
15,42,4,220.95,1,1,4,114,6,Con Potencial,17394,4/15/21,EL REPUBLICANO,MillasAerolinea,64.66,10198
15,42,4,220.95,1,1,4,114,6,Con Potencial,17407,4/20/21,EL REPUBLICANO,MillasAerolinea,73.2,14416
16,4,7,90.79,3,3,3,333,9,No los podemos perder,4147,4/30/21,DELI GOURMET,Visa dÃ©bito,8.6,22918
16,4,7,90.79,3,3,3,333,9,No los podemos perder,4331,5/5/21,DELI GOURMET,Visa dÃ©bito,10.55,27535
16,4,7,90.79,3,3,3,333,9,No los podemos perder,4782,5/19/21,DELI GOURMET,Visa dÃ©bito,9.3,44029
16,4,7,90.79,3,3,3,333,9,No los podemos perder,12671,4/20/21,MICHOACANA & LALOS,Visa dÃ©bito,8.25,14422
16,4,7,90.79,3,3,3,333,9,No los podemos perder,13228,5/28/21,MICHOACANA & LALOS,Visa dÃ©bito,16.5,56008
16,4,7,90.79,3,3,3,333,9,No los podemos perder,13818,4/26/21,ATHENS PIZZA,Visa dÃ©bito,28.89,19144
16,4,7,90.79,3,3,3,333,9,No los podemos perder,14243,4/18/21,KRISPY KREME,Visa dÃ©bito,8.7,13021
17,13,11,211.85,2,4,4,244,10,No los podemos perder,183,4/6/21,DELI GOURMET,MillasAerolinea,17.67,3652
17,13,11,211.85,2,4,4,244,10,No los podemos perder,243,4/8/21,DELI GOURMET,MillasAerolinea,10.63,4903
17,13,11,211.85,2,4,4,244,10,No los podemos perder,263,4/9/21,DELI GOURMET,MillasAerolinea,15.65,5482
17,13,11,211.85,2,4,4,244,10,No los podemos perder,582,4/17/21,DELI GOURMET,MillasAerolinea,35.94,12469
17,13,11,211.85,2,4,4,244,10,No los podemos perder,948,4/28/21,DELI GOURMET,MillasAerolinea,22.17,20353
17,13,11,211.85,2,4,4,244,10,No los podemos perder,1728,5/16/21,DELI GOURMET,MillasAerolinea,25.68,40216
17,13,11,211.85,2,4,4,244,10,No los podemos perder,1730,5/16/21,DELI GOURMET,MillasAerolinea,25.68,40351
17,13,11,211.85,2,4,4,244,10,No los podemos perder,16381,5/13/21,ATHENS PIZZA,MillasAerolinea,37.28,36646
17,13,11,211.85,2,4,4,244,10,No los podemos perder,18761,4/13/21,KRISPY KREME,MillasAerolinea,13.59,8929
17,13,11,211.85,2,4,4,244,10,No los podemos perder,19846,5/19/21,THE COFFEE BEAN Y TEA,MillasAerolinea,3.78,44035
17,13,11,211.85,2,4,4,244,10,No los podemos perder,19847,5/19/21,THE COFFEE BEAN Y TEA,MillasAerolinea,3.78,44887
18,1,8,90.56,4,3,3,433,10,No los podemos perder,2071,5/31/21,DELI GOURMET,MillasAerolinea,21.53,59350
18,1,8,90.56,4,3,3,433,10,No los podemos perder,2072,5/31/21,DELI GOURMET,MillasAerolinea,21.53,59353
18,1,8,90.56,4,3,3,433,10,No los podemos perder,18307,5/17/21,REST LA INMACULADA,MillasAerolinea,7,41695
18,1,8,90.56,4,3,3,433,10,No los podemos perder,18308,5/17/21,REST LA INMACULADA,MillasAerolinea,7,41722
18,1,8,90.56,4,3,3,433,10,No los podemos perder,18600,5/26/21,REST LA INMACULADA,MillasAerolinea,6,53869
18,1,8,90.56,4,3,3,433,10,No los podemos perder,18601,5/26/21,REST LA INMACULADA,MillasAerolinea,6,54043
18,1,8,90.56,4,3,3,433,10,No los podemos perder,19618,5/8/21,THE COFFEE BEAN Y TEA,MillasAerolinea,10.75,30079
18,1,8,90.56,4,3,3,433,10,No los podemos perder,19621,5/8/21,THE COFFEE BEAN Y TEA,MillasAerolinea,10.75,30250
19,20,4,33.35,1,1,1,111,3,Requieren Activación,3723,4/17/21,DELI GOURMET,Visa dÃ©bito,3.55,12208
19,20,4,33.35,1,1,1,111,3,Requieren Activación,11818,5/12/21,THE COFFEE BEAN AND TE,Visa dÃ©bito,13.75,35389
19,20,4,33.35,1,1,1,111,3,Requieren Activación,12655,4/18/21,KRISPY KREME AEROPUERT,Visa dÃ©bito,10.8,13636
19,20,4,33.35,1,1,1,111,3,Requieren Activación,14843,4/29/21,THE COFFEE BEAN Y TEA,Visa dÃ©bito,5.25,21835
20,3,4,54.01,4,1,2,412,7,Clientes fieles,690,4/21/21,DELI GOURMET,MillasAerolinea,4.8,15748
20,3,4,54.01,4,1,2,412,7,Clientes fieles,19235,5/29/21,KRISPY KREME,MillasAerolinea,21.98,57322
20,3,4,54.01,4,1,2,412,7,Clientes fieles,19236,5/29/21,KRISPY KREME,MillasAerolinea,21.98,57325
20,3,4,54.01,4,1,2,412,7,Clientes fieles,19458,4/22/21,THE COFFEE BEAN Y TEA,MillasAerolinea,5.25,15979
21,16,7,79.98,1,3,2,132,6,Con Potencial,2515,5/15/21,DELI GOURMET,MillasAerolinea,13.99,39646
21,16,7,79.98,1,3,2,132,6,Con Potencial,2516,5/15/21,DELI GOURMET,MillasAerolinea,13.99,39649
21,16,7,79.98,1,3,2,132,6,Con Potencial,17589,4/6/21,KRISPY KREME EL DORA,MillasAerolinea,8.7,3256
21,16,7,79.98,1,3,2,132,6,Con Potencial,18848,4/24/21,KRISPY KREME,MillasAerolinea,7.8,18208
21,16,7,79.98,1,3,2,132,6,Con Potencial,19333,4/11/21,THE COFFEE BEAN Y TEA,MillasAerolinea,15.5,7846
21,16,7,79.98,1,3,2,132,6,Con Potencial,19808,5/16/21,THE COFFEE BEAN Y TEA,MillasAerolinea,10,40801
21,16,7,79.98,1,3,2,132,6,Con Potencial,19809,5/16/21,THE COFFEE BEAN Y TEA,MillasAerolinea,10,40804
22,2,9,175.29,4,4,4,444,12,No los podemos perder,227,4/8/21,DELI GOURMET,MillasAerolinea,34.08,4627
22,2,9,175.29,4,4,4,444,12,No los podemos perder,290,4/10/21,DELI GOURMET,MillasAerolinea,9.14,6151
22,2,9,175.29,4,4,4,444,12,No los podemos perder,556,4/17/21,DELI GOURMET,MillasAerolinea,15.15,12061
22,2,9,175.29,4,4,4,444,12,No los podemos perder,1474,5/30/21,DELI GOURMET,MillasAerolinea,22.47,58261
22,2,9,175.29,4,4,4,444,12,No los podemos perder,1475,5/30/21,DELI GOURMET,MillasAerolinea,22.47,58264
22,2,9,175.29,4,4,4,444,12,No los podemos perder,18781,4/15/21,KRISPY KREME,MillasAerolinea,12.99,10213
22,2,9,175.29,4,4,4,444,12,No los podemos perder,18869,4/28/21,KRISPY KREME,MillasAerolinea,12.99,20395
22,2,9,175.29,4,4,4,444,12,No los podemos perder,19800,5/16/21,THE COFFEE BEAN Y TEA,MillasAerolinea,23,40309
22,2,9,175.29,4,4,4,444,12,No los podemos perder,19801,5/16/21,THE COFFEE BEAN Y TEA,MillasAerolinea,23,40318
23,10,8,189.53,2,3,4,234,9,No los podemos perder,1316,5/13/21,DELI GOURMET,MillasAerolinea,11.03,36838
23,10,8,189.53,2,3,4,234,9,No los podemos perder,1317,5/13/21,DELI GOURMET,MillasAerolinea,11.03,36841
23,10,8,189.53,2,3,4,234,9,No los podemos perder,1983,5/12/21,DELI GOURMET,MillasAerolinea,5.93,36190
23,10,8,189.53,2,3,4,234,9,No los podemos perder,1986,5/12/21,DELI GOURMET,MillasAerolinea,5.93,36235
23,10,8,189.53,2,3,4,234,9,No los podemos perder,3303,4/1/21,DELI GOURMET,Visa dÃ©bito,13.24,538
23,10,8,189.53,2,3,4,234,9,No los podemos perder,4755,5/18/21,DELI GOURMET,Visa dÃ©bito,8.7,43165
23,10,8,189.53,2,3,4,234,9,No los podemos perder,14029,5/22/21,ATHENS PIZZA,Visa dÃ©bito,28.37,47995
23,10,8,189.53,2,3,4,234,9,No los podemos perder,16862,4/23/21,GRUPO AMANOA,MillasAerolinea,105.3,17050
24,39,6,46,1,3,1,131,5,Promesas,3801,4/19/21,DELI GOURMET,Visa dÃ©bito,9.7,14113
24,39,6,46,1,3,1,131,5,Promesas,3929,4/23/21,DELI GOURMET,Visa dÃ©bito,11.35,16924
24,39,6,46,1,3,1,131,5,Promesas,3930,4/23/21,DELI GOURMET,Visa dÃ©bito,3.5,16930
24,39,6,46,1,3,1,131,5,Promesas,11696,4/16/21,THE COFFEE BEAN AND TE,Visa dÃ©bito,11.75,11296
24,39,6,46,1,3,1,131,5,Promesas,14667,4/8/21,THE COFFEE BEAN Y TEA,Visa dÃ©bito,4.45,5161
24,39,6,46,1,3,1,131,5,Promesas,14767,4/19/21,THE COFFEE BEAN Y TEA,Visa dÃ©bito,5.25,13735
25,29,4,129.85,1,1,3,113,5,Promesas,5333,4/7/21,DELI GOURMET,MillasRestoPub,73.95,3772
25,29,4,129.85,1,1,3,113,5,Promesas,5837,5/3/21,DELI GOURMET,MillasRestoPub,34.2,25063
25,29,4,129.85,1,1,3,113,5,Promesas,10015,4/10/21,REST LA INMACULADA,MillasRestoPub,13,6988
25,29,4,129.85,1,1,3,113,5,Promesas,11085,4/4/21,KRISPY KREME,MillasRestoPub,8.7,2179
26,17,13,126.43,1,4,3,143,8,Campeones,95,4/3/21,DELI GOURMET,MillasAerolinea,6.37,1672
26,17,13,126.43,1,4,3,143,8,Campeones,97,4/3/21,DELI GOURMET,MillasAerolinea,16.62,1681
26,17,13,126.43,1,4,3,143,8,Campeones,1183,5/4/21,DELI GOURMET,MillasAerolinea,7.5,26299
26,17,13,126.43,1,4,3,143,8,Campeones,1858,5/10/21,DELI GOURMET,MillasAerolinea,5.42,32221
26,17,13,126.43,1,4,3,143,8,Campeones,1874,5/10/21,DELI GOURMET,MillasAerolinea,5.42,32476
26,17,13,126.43,1,4,3,143,8,Campeones,2513,5/15/21,DELI GOURMET,MillasAerolinea,9.47,39586
26,17,13,126.43,1,4,3,143,8,Campeones,2514,5/15/21,DELI GOURMET,MillasAerolinea,9.47,39589
26,17,13,126.43,1,4,3,143,8,Campeones,2603,5/11/21,DELI GOURMET,MillasAerolinea,17.02,34552
26,17,13,126.43,1,4,3,143,8,Campeones,2606,5/11/21,DELI GOURMET,MillasAerolinea,17.02,34564
26,17,13,126.43,1,4,3,143,8,Campeones,2905,5/8/21,DELI GOURMET,MillasAerolinea,4.95,30652
26,17,13,126.43,1,4,3,143,8,Campeones,2906,5/8/21,DELI GOURMET,MillasAerolinea,4.95,30664
26,17,13,126.43,1,4,3,143,8,Campeones,16131,4/1/21,ATHENS PIZZA,MillasAerolinea,13.52,907
26,17,13,126.43,1,4,3,143,8,Campeones,18635,5/3/21,KRISPY KREME,MillasAerolinea,8.7,25180
27,11,3,74.55,2,1,2,212,5,Promesas,12417,5/21/21,T G I FRIDAYS,Visa dÃ©bito,55.61,47692
27,11,3,74.55,2,1,2,212,5,Promesas,14201,4/13/21,KRISPY KREME,Visa dÃ©bito,12.99,9001
27,11,3,74.55,2,1,2,212,5,Promesas,14710,4/13/21,THE COFFEE BEAN Y TEA,Visa dÃ©bito,5.95,9193
28,14,8,111.31,2,3,3,233,8,Campeones,5283,4/3/21,DELI GOURMET,MillasRestoPub,15.47,1543
28,14,8,111.31,2,3,3,233,8,Campeones,5463,4/13/21,DELI GOURMET,MillasRestoPub,4.5,9364
28,14,8,111.31,2,3,3,233,8,Campeones,5551,4/18/21,DELI GOURMET,MillasRestoPub,21.18,13135
28,14,8,111.31,2,3,3,233,8,Campeones,5728,4/28/21,DELI GOURMET,MillasRestoPub,18.14,20503
28,14,8,111.31,2,3,3,233,8,Campeones,5924,5/7/21,DELI GOURMET,MillasRestoPub,18.67,29071
28,14,8,111.31,2,3,3,233,8,Campeones,6161,5/18/21,DELI GOURMET,MillasRestoPub,21.03,43693
28,14,8,111.31,2,3,3,233,8,Campeones,10165,4/27/21,T G I FRIDAYS,MillasRestoPub,7.82,19945
28,14,8,111.31,2,3,3,233,8,Campeones,10269,5/6/21,KRISPY KREME EL DORA,MillasRestoPub,4.5,28264
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5285,4/3/21,DELI GOURMET,MillasRestoPub,8.53,1633
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5286,4/3/21,DELI GOURMET,MillasRestoPub,14.25,1636
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5376,4/9/21,DELI GOURMET,MillasRestoPub,28.53,5491
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5548,4/18/21,DELI GOURMET,MillasRestoPub,41.38,13030
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5578,4/20/21,DELI GOURMET,MillasRestoPub,16.4,14386
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5663,4/24/21,DELI GOURMET,MillasRestoPub,21.48,17857
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5664,4/24/21,DELI GOURMET,MillasRestoPub,5.25,17950
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5713,4/27/21,DELI GOURMET,MillasRestoPub,37.33,20083
29,1,15,312.42,4,4,4,444,12,No los podemos perder,5872,5/4/21,DELI GOURMET,MillasRestoPub,20.08,26662
29,1,15,312.42,4,4,4,444,12,No los podemos perder,6134,5/17/21,DELI GOURMET,MillasRestoPub,27.8,41974
29,1,15,312.42,4,4,4,444,12,No los podemos perder,6174,5/19/21,DELI GOURMET,MillasRestoPub,18.5,44776
29,1,15,312.42,4,4,4,444,12,No los podemos perder,6203,5/20/21,DELI GOURMET,MillasRestoPub,25.86,46612
29,1,15,312.42,4,4,4,444,12,No los podemos perder,6416,5/31/21,DELI GOURMET,MillasRestoPub,16.58,59275
29,1,15,312.42,4,4,4,444,12,No los podemos perder,10519,5/23/21,REST LA INMACULADA,MillasRestoPub,19.75,49993
29,1,15,312.42,4,4,4,444,12,No los podemos perder,10845,5/30/21,BARRIO PIZZA,MillasRestoPub,10.7,58282
30,20,5,71.48,1,2,2,122,5,Promesas,915,4/27/21,DELI GOURMET,MillasAerolinea,6.43,19873
30,20,5,71.48,1,2,2,122,5,Promesas,16568,5/2/21,GUT,MillasAerolinea,7.5,23872
30,20,5,71.48,1,2,2,122,5,Promesas,17864,4/6/21,CIAO BELLA GOURMET,MillasAerolinea,40.15,3679
30,20,5,71.48,1,2,2,122,5,Promesas,18656,5/12/21,KRISPY KREME,MillasAerolinea,8.7,35374
30,20,5,71.48,1,2,2,122,5,Promesas,18657,5/12/21,KRISPY KREME,MillasAerolinea,8.7,35377
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5592,4/21/21,DELI GOURMET,MillasRestoPub,2.8,15088
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5694,4/26/21,DELI GOURMET,MillasRestoPub,2.8,18976
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5719,4/27/21,DELI GOURMET,MillasRestoPub,2.8,20227
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5750,4/29/21,DELI GOURMET,MillasRestoPub,5.6,21262
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5786,4/30/21,DELI GOURMET,MillasRestoPub,5.6,22603
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5855,5/3/21,DELI GOURMET,MillasRestoPub,5.6,25591
31,4,26,137.51,3,4,3,343,10,No los podemos perder,5865,5/4/21,DELI GOURMET,MillasRestoPub,5.6,26281
